x, y, theta, stamp, 
18.652735885676247, 1.208889454053891, -0.002740209005503326, 345950000000, 
18.652735901365197, 1.2088894540474342, -0.0027402080865381352, 345984000000, 
18.6527359152016, 1.208889453943379, -0.002740207170873684, 346018000000, 
18.652735904237236, 1.2088894540464974, -0.0027402065200193594, 346052000000, 
18.652735895328068, 1.2088894540020338, -0.0027402059654542434, 346086000000, 
18.65389028105705, 1.2088862918863075, -0.002736576603209242, 346120000000, 
18.6642856772052, 1.2088579639125934, -0.002720329817491231, 346222000000, 
18.684469270561074, 1.20880335720556, -0.0026240878060324753, 346324000000, 
18.70689866574053, 1.2087511548768, -0.0021080449911790567, 346426000000, 
18.72933162979941, 1.2087092814620153, -0.0016123438363998086, 346528000000, 
18.74428887995535, 1.2086874365187692, -0.0012885025806150252, 346596000000, 
18.766727447167355, 1.208664814757185, -0.0007258205630240482, 346698000000, 
18.789168892581554, 1.2086563235695598, 8.591051035151849e-05, 346800000000, 
18.81161202438741, 1.2086784516290834, 0.001732901251327796, 346902000000, 
18.834059259097693, 1.208732416200519, 0.002874021956910785, 347004000000, 
18.85650994858931, 1.2088066839053242, 0.0038268267064925365, 347106000000, 
18.878961527541872, 1.2089018046076072, 0.004714912581640276, 347208000000, 
18.9014007764462, 1.2090250403473364, 0.007191574075060323, 347310000000, 
18.923827518913864, 1.209221180911896, 0.010302138488532592, 347412000000, 
18.946250006327734, 1.209484667136249, 0.012554563693095756, 347514000000, 
18.961200086286095, 1.209680788799588, 0.013885211195527082, 347582000000, 
18.983627997442788, 1.2100117823900163, 0.01564256324167145, 347684000000, 
19.00605687697606, 1.2103822130843813, 0.01839838656256376, 347786000000, 
19.028473691357583, 1.210910263072969, 0.02758320092519178, 347888000000, 
19.05089461941734, 1.211615698528682, 0.033627246046797135, 347990000000, 
19.073318741441398, 1.2124171113164055, 0.03839191933627548, 348092000000, 
19.09572123201921, 1.213374741815145, 0.05344018131053652, 348194000000, 
19.118079302250273, 1.2148315597153645, 0.07560183172601788, 348296000000, 
19.140412894414478, 1.2167303252704746, 0.08800375280005229, 348398000000, 
19.1627223934464, 1.2188313258514742, 0.10032952304309097, 348500000000, 
19.185014706510326, 1.2211800640656618, 0.1101517660209299, 348602000000, 
19.207228712721236, 1.223858334716321, 0.1440577278564795, 348704000000, 
19.221940227745915, 1.2262412949292374, 0.17454425394907064, 348772000000, 
19.243853412206988, 1.2306790674913048, 0.2206165063299379, 348874000000, 
19.265684308737857, 1.2357230738039693, 0.24216655586358743, 348976000000, 
19.287348563615783, 1.2413494294484766, 0.2730998141466528, 349078000000, 
19.308469350110343, 1.248364199904451, 0.364504226955105, 349180000000, 
19.329069352697783, 1.2569891892527323, 0.41784320842338796, 349282000000, 
19.349407309221142, 1.2663195388589958, 0.451414854044756, 349384000000, 
19.36938456318564, 1.276397926415986, 0.4875129561639051, 349486000000, 
19.388887616145283, 1.287297803855719, 0.5410860004006722, 349588000000, 
19.407610836325976, 1.299444547089417, 0.604757429707847, 349690000000, 
19.425653551175305, 1.3126441304765757, 0.6484343185420942, 349792000000, 
19.437437358773252, 1.3217791483553025, 0.6748371396656264, 349860000000, 
19.454574021125666, 1.3360025269102667, 0.7110314354699697, 349962000000, 
19.47127545902383, 1.3508423287232623, 0.742515252042989, 350064000000, 
19.487496142836076, 1.366257186414554, 0.7766447505067291, 350166000000, 
19.503211316660174, 1.3821911051310014, 0.8075559945515947, 350268000000, 
19.518510603456164, 1.3985430846120004, 0.8312843689302719, 350370000000, 
19.5334056763444, 1.4152674941794594, 0.8554367820195483, 350472000000, 
19.547892045537726, 1.432349339767469, 0.8789302737788287, 350574000000, 
19.561987453415163, 1.4497578103249895, 0.9010292527463825, 350676000000, 
19.575744435709268, 1.4674523769592718, 0.9151738006991821, 350778000000, 
19.589321135768003, 1.4852935929760382, 0.9257056832130545, 350880000000, 
19.602702035595957, 1.5032750789726614, 0.9394469505561776, 350982000000, 
19.61579569658909, 1.5214655966970658, 0.9541527208015106, 351084000000, 
19.624372416594927, 1.5337000146912059, 0.9645911105735266, 351152000000, 
19.636989559022386, 1.55222021503829, 0.9812607515677261, 351254000000, 
19.64927212037682, 1.5709590698486469, 0.9996666596826724, 351356000000, 
19.66121733062583, 1.5899157302951799, 1.017351167352112, 351458000000, 
19.6728471771756, 1.6090720745530982, 1.0330449525143963, 351560000000, 
19.68418193503784, 1.6284071426101179, 1.0478177274942353, 351662000000, 
19.69524172681647, 1.647903666594322, 1.0614144412005975, 351764000000, 
19.706095732708242, 1.6675404028453802, 1.0634129093233036, 351866000000, 
19.717252996440713, 1.6870542179634755, 1.0428251482974342, 351968000000, 
19.728707580177726, 1.7063644101002118, 1.0360244718756513, 352070000000, 
19.740156141013333, 1.725667841682464, 1.0337782578133115, 352172000000, 
19.751617928088685, 1.7449580742746873, 1.0347811889989416, 352274000000, 
19.759240594899318, 1.757824658173565, 1.0377987277424043, 352342000000, 
19.77050988336383, 1.7772052796367603, 1.0494093354398877, 352444000000, 
19.78153516081695, 1.796721106488553, 1.0626972502696779, 352546000000, 
19.792351501034112, 1.8163602954853668, 1.072574937979495, 352648000000, 
19.802988217666105, 1.8361016479443217, 1.080524188572162, 352750000000, 
19.81347993010919, 1.8559253030717138, 1.0865274714050481, 352852000000, 
19.824046415626647, 1.8757790698719345, 1.0591406004917117, 352954000000, 
19.835494562996793, 1.8951723486433911, 1.0161067604791667, 353056000000, 
19.84770355069554, 1.9140539518157464, 0.992101692543982, 353158000000, 
19.86018638950634, 1.9327452899911262, 0.972037732122257, 353260000000, 
