imu_ax, imu_ay, odom_v, odom_w, kf_ax, kf_ay, kf_vx, kf_w, x, y, stamp, 
0.0021465420722961426, 0.008369505405426025, 0.0, 0.0, 0.0003577570120493571, 0.0, 0.0, 0.0, 0.0, 0.0, 1700083327065695305, 
0.0020164847373962402, 0.010087966918945312, 0.0, 0.0, 0.0008022823192343906, 0.0, 4.0934768458684433e-05, 0.0, -6.822461409780739e-07, 0.0, 1700083327127223566, 
-0.01620548963546753, 0.0023248791694641113, 0.0, 0.0, -0.004616427422843018, -6.034096826802785e-12, -0.00019879928272884142, 3.035270924509915e-08, 2.588517941914174e-06, 3.2356279297966258e-15, 1700083327175282133, 
-0.05337733030319214, 0.4057311415672302, 0.0009824947232216288, 0.013723643496632576, -0.021199035608829173, -5.184041795291485e-06, -0.0011121988631401668, 0.0046610745318107355, 5.729614145453093e-05, -4.440408196169138e-09, 1700083327225328926, 
-0.3082413077354431, 0.5161224007606506, 0.0036014855297970398, 0.3838046193122864, -0.12149686008722349, -0.0009025979912771983, -0.006556317872683512, 0.13766843048257565, 0.0005188365270319686, -1.170087605370279e-06, 1700083327267174984, 
-0.04023885726928711, -0.1587890386581421, 0.022373081275554166, 1.2156403064727783, -0.09225736644483196, -0.005034668627894921, -0.009660926658126089, 0.5211372372504364, 0.0008451608466472258, -2.7487290521249266e-05, 1700083327367405283, 
0.04222369194030762, 0.27543288469314575, 0.034121319209833745, 1.3102656602859497, -0.039948661314146046, 0.04071719438178033, 0.050766028076998995, 0.8020559402445829, 0.010145754639036627, 0.0002870634664586711, 1700083327464503819, 
0.14312314987182617, 0.210748553276062, 0.03835883226012435, 1.2050883769989014, 0.027667969685423753, 0.08150045663177054, 0.08590607262209748, 0.9487158956770456, 0.020290749443331545, 0.0018465351767251257, 1700083327527236944, 
0.3448587656021118, 0.20700031518936157, 0.05496803754452285, 1.2103285789489746, 0.1419725541606951, 0.11830079425832166, 0.1132003174631519, 1.0450570891449136, 0.030286031035760802, 0.004874234893101685, 1700083327717253871, 
0.3573099970817566, -0.06421929597854614, 0.0664712586674837, 1.2056198120117188, 0.21379800429180834, 0.07328078699337486, 0.0667634668685856, 1.097618060152833, 0.03143326065835685, 0.007024332708946338, 1700083327818809652, 
-0.07338142395019531, -0.04376298189163208, 0.08138765717906911, 1.1909940242767334, 0.1087101288740434, 0.052309375121485285, 0.04631679839348113, 1.1293823609545426, 0.03362882585437766, 0.008756174049579443, 1700083327927258846, 
0.1445908546447754, 0.019594192504882812, 0.08630076681316917, 1.1926848888397217, 0.12109351796024927, 0.06061904610446944, 0.05264652703455715, 1.1514348527620661, 0.03663432542001488, 0.011191498474470263, 1700083328023520816, 
-0.03600400686264038, -0.0399661660194397, 0.09729933190201959, 1.182230830192566, 0.06346092869137664, 0.047272509066136156, 0.040715686914756896, 1.1610392123582918, 0.03889987874291558, 0.013518746230800713, 1700083328117264152, 
0.1537637710571289, 0.266230046749115, 0.10682965417342832, 1.1392393112182617, 0.10083141071806387, 0.13065233713781352, 0.1131665660649306, 1.1545135783553797, 0.046458690219957154, 0.021145675422914623, 1700083328217248318, 
0.24582505226135254, 0.6938564777374268, 0.114898568634383, 1.2604116201400757, 0.16312992335278684, 0.3098976999740407, 0.2567227999982602, 1.2071296354517047, 0.06115512068413439, 0.04063844564271447, 1700083328327253340, 
0.04368358850479126, -0.7748214602470398, 0.1589983882024985, 1.6085811853408813, 0.09594121516553666, -0.0421966392404852, -0.0327906097681096, 1.2868513131928214, 0.05496535213131727, 0.03777941750387165, 1700083328423339596, 
-0.1347665786743164, 0.05812555551528931, 0.13744426518210232, 1.180802583694458, 0.018226031078582908, 0.034318881839606095, 0.02752784702223362, 1.2466969106551453, 0.05694549432831627, 0.0400685700855021, 1700083328517239782, 
-0.025666236877441406, 0.09743750095367432, 0.12449623877247591, 1.068965196609497, 0.005404765685132646, 0.07484488637309981, 0.06325882613765257, 1.1831532600721317, 0.05896481425794954, 0.04626085960175421, 1700083328619958879, 
0.21030956506729126, 0.26975250244140625, 0.15744664241810843, 1.270859956741333, 0.08379278112741986, 0.16174642142169876, 0.1329468955057471, 1.2166242829995735, 0.06055176703182782, 0.05836772561484776, 1700083328727431920, 
0.4324043393135071, -0.3513305187225342, 0.19635239365250265, 1.6106722354888916, 0.19779890349256618, 0.03229188262541834, 0.024096969495406115, 1.3400806533607688, 0.05831708131774877, 0.05879768948581089, 1700083328828441950, 
0.19695961475372314, 0.32662296295166016, 0.1736468010148017, 1.2044981718063354, 0.20519753865988594, 0.17807059464144287, 0.13795402500842063, 1.2907966594709617, 0.05762274195518654, 0.0705743934480229, 1700083328917277228, 
0.3093354105949402, 0.031823933124542236, 0.17358450120070232, 1.083414077758789, 0.23912351907308455, 0.1493310044768484, 0.12328946684717007, 1.2112227288804769, 0.054380932751964796, 0.08052148104088737, 1700083329017284786, 
-0.6018028855323792, 0.252996027469635, 0.18876621691585008, 1.214876413345337, -0.05794831177010307, 0.19370180730897785, 0.15948620019788834, 1.2145364744324916, 0.04891477047863931, 0.09548980375541194, 1700083329107259596, 
-0.3098035454750061, 0.3716161847114563, 0.20346465347934237, 1.172701120376587, -0.14294588526828725, 0.24772361099074083, 0.20553691202677554, 1.205251205479187, 0.038651471833353795, 0.11455598512379436, 1700083329228404289, 
0.06940680742263794, -0.25198543071746826, 0.19827600526329772, 1.197080135345459, -0.07694009016491442, 0.093643678378018, 0.07931477997096201, 1.1806586163676172, 0.03195253556756864, 0.12118966739981771, 1700083329317518834, 
0.06981593370437622, 0.09006839990615845, 0.1977967843213008, 1.1977177858352661, -0.022456567265117758, 0.12013064389561405, 0.10138766576291977, 1.1848644802270327, 0.024855405229325507, 0.1287314855406536, 1700083329417248724, 
-0.26922810077667236, 0.5257689356803894, 0.22309659030023946, 1.182497501373291, -0.09997065984575533, 0.26261259916047036, 0.22056219304214733, 1.190651015653837, 0.008187231056319707, 0.1443019798137335, 1700083329507441019, 
0.21470576524734497, 0.3432820439338684, 0.2286892673593306, 1.2188694477081299, 0.01414028312470536, 0.2908379778258192, 0.24148112152741188, 1.2043921942477998, -0.01219123059585901, 0.1571069855284684, 1700083329627398156, 
-0.35423773527145386, 0.40014398097991943, 0.2371585286000218, 1.243955135345459, -0.11498092595807363, 0.31897429057772847, 0.26047248968921266, 1.2245987703281767, -0.036287631688556296, 0.16897528592525451, 1700083329717701495, 
-0.17837297916412354, 0.47992098331451416, 0.25669266680030456, 1.1838487386703491, -0.1338231263439499, 0.35777913467758105, 0.29341318092797153, 1.2193696736664683, -0.06521732372097014, 0.17920536094215855, 1700083329816853875, 
-0.5319569706916809, 0.16580259799957275, 0.25049816581207984, 1.218635082244873, -0.2795238475890961, 0.2722193098891499, 0.22488349419486459, 1.2104903957658546, -0.08999939786216805, 0.1839836901721273, 1700083329908142365, 
0.0486869215965271, 0.16771763563156128, 0.2326966378433109, 1.194850206375122, -0.16350635892853982, 0.2318850989739465, 0.19316664846585108, 1.2004406599979927, -0.11119863762146699, 0.1853122830467625, 1700083330028348011, 
-0.209048330783844, 0.021731019020080566, 0.2489722336455755, 1.2063621282577515, -0.18232714657358398, 0.17247361597322453, 0.14447964546286374, 1.1937571927220447, -0.127534400223048, 0.18432200532805004, 1700083330117178307, 
0.11253201961517334, -0.4103494882583618, 0.278992281736077, 1.1646639108657837, -0.08605136425414536, 0.030916264031918505, 0.026529270260860785, 1.1653642835977267, -0.13133908736440636, 0.18241319666561492, 1700083330217631305, 
