x [m], y [m], $\theta$ [rad], stamp, 
2.825203503467699, 1.516247587540508, 0.06029817523132477, 7105369000000, 
2.825203502258687, 1.516247587539388, 0.0602981748485204, 7105403000000, 
2.825203487018189, 1.5162475863750149, 0.06029817519344753, 7105437000000, 
2.825203471325672, 1.51624758548204, 0.060298175025693984, 7105471000000, 
2.82635591701082, 1.516317105571751, 0.06032154752969086, 7105505000000, 
2.8286616383560843, 1.5164563551008916, 0.06038472449375494, 7105539000000, 
2.842498968052275, 1.5172935238897753, 0.06050451694225635, 7105641000000, 
2.8643531600691072, 1.5185940445017345, 0.05595230428555072, 7105743000000, 
2.8792935425219173, 1.5193951866416096, 0.05183258068839308, 7105811000000, 
2.901714538369216, 1.5204781400870444, 0.044754576885763814, 7105913000000, 
2.9241453581653487, 1.5214084480298626, 0.037940025112811436, 7106015000000, 
2.9465854335303736, 1.5221842173328815, 0.031133078197495084, 7106117000000, 
2.969032402135429, 1.5228129331073175, 0.024879392646604402, 7106219000000, 
2.9914850968942877, 1.5233054547209746, 0.019127305453680573, 7106321000000, 
3.013942166672379, 1.5236764138269927, 0.013988586397278725, 7106423000000, 
3.036402603268409, 1.523939839739856, 0.009504866122430698, 7106525000000, 
3.0513758707147067, 1.524062929712495, 0.006790844870065669, 7106593000000, 
3.0738267543715208, 1.524178071080077, 0.003324897802672148, 7106695000000, 
3.0962660076676394, 1.5242212893275997, 0.00039641544045324674, 7106797000000, 
3.11869874937582, 1.5242038267720945, -0.0020632765968009613, 7106899000000, 
3.1411331808671314, 1.5241366031948365, -0.0039775867711390476, 7107001000000, 
3.1635704750751894, 1.5240279982180147, -0.005644224539530223, 7107103000000, 
3.186010418023275, 1.5238854005907243, -0.00702734734515219, 7107205000000, 
3.2084529586552457, 1.5237149600219277, -0.008147072558004764, 7107307000000, 
3.2308981236841348, 1.5235217870718283, -0.009057837585237127, 7107409000000, 
3.245863545199401, 1.5233824366571633, -0.00958661566697803, 7107477000000, 
3.268314383772027, 1.5231601079270163, -0.010227262915955132, 7107579000000, 
3.2907632411616285, 1.5229246906311136, -0.010740913398743335, 7107681000000, 
3.313201891710245, 1.5226788656734178, -0.011153931799184927, 7107783000000, 
3.335632612463383, 1.522424826915457, -0.011464905125549816, 7107885000000, 
3.3580647249243225, 1.5221639920438848, -0.011729281963860362, 7107987000000, 
3.3805012365126306, 1.5218977387836565, -0.011944892600438808, 7108089000000, 
3.3954613433288876, 1.5217178066732109, -0.01206911781187746, 7108157000000, 
3.417905107868719, 1.5214447946383916, -0.012215413532640686, 7108259000000, 
3.440351229761024, 1.5211687160179344, -0.012335878759624297, 7108361000000, 
3.462792420498994, 1.5208902243215314, -0.01243377018395318, 7108463000000, 
3.485226680622577, 1.5206098705521784, -0.012508406066864661, 7108565000000, 
3.5076593513379497, 1.5203279331446862, -0.01257344921934952, 7108667000000, 
3.530095876084042, 1.5200446494136237, -0.01262778753067771, 7108769000000, 
3.5450560746386084, 1.5198551633218862, -0.012659971522534282, 7108837000000, 
3.56749911283617, 1.5195701112535727, -0.012699483108910965, 7108939000000, 
3.589940598480901, 1.5192842672126696, -0.012733557208727308, 7109041000000, 
3.612377486130362, 1.518997801149066, -0.012762842253517035, 7109143000000, 
3.6348118426848464, 1.5187108011334385, -0.012787230335300936, 7109245000000, 
3.6572480484951697, 1.5184232788929461, -0.012809596955330398, 7109347000000, 
3.679688010377257, 1.5181352719716268, -0.012829774684885175, 7109449000000, 
3.7021291802518403, 1.5178468497756188, -0.01284805552780804, 7109551000000, 
3.7170889390674673, 1.517654374812841, -0.012859604100742604, 7109619000000, 
3.7395261125539867, 1.5173654024717143, -0.012876059193212235, 7109721000000, 
3.7619618771167183, 1.5170761136344268, -0.01289203564150961, 7109823000000, 
3.7843989037768972, 1.5167864785014495, -0.012907974016413722, 7109925000000, 
