e, e_dot, e_int, stamp, 
-2.0391792426787965, 8.490609430348665e-07, -0.40783588112969926, 190286000000, 
-2.039179115522156, 1.2044915228178372e-06, -0.40783585567137104, 190354000000, 
-2.0391791787106825, 2.1322704638985593e-07, -0.40783583579410904, 190422000000, 
-2.0391793058764547, -6.345143284865647e-07, -0.40783584000728623, 190524000000, 
-1.9607740637604192, 0.26135038316754455, -0.40260883655650376, 190626000000, 
-1.8603903503837036, 0.595963184975837, -0.3906895813347051, 190694000000, 
-1.6767356661799828, 0.9467946586014545, -0.36652667202160705, 190796000000, 
-1.5349873207362439, 1.0846767654915324, -0.3381408891533287, 190864000000, 
-1.3277965755705232, 1.163130302031532, -0.3026346374991167, 190966000000, 
-1.1976605090200527, 1.1244227057206373, -0.27069629368845466, 191034000000, 
-1.0153331857409875, 1.041544632765119, -0.2360526846887709, 191136000000, 
-0.8622318677075012, 1.1180954710418385, -0.20501503749790276, 191238000000, 
-0.7698624980826845, 0.8182356255276768, -0.1764951701020782, 191306000000, 
-0.6550179658564677, 0.6907130061701117, -0.15247415544311022, 191408000000, 
-0.5555141695608228, 0.7144944284062057, -0.13202630889999833, 191510000000, 
-0.6181688655353748, 0.122830334403643, -0.12191340006351101, 191578000000, 
-0.5491501315783718, 0.021213459941503327, -0.11485554444497129, 191680000000, 
-0.48525807300201196, 0.44303597511120935, -0.1101718046743839, 191782000000, 
-0.43414554562958196, 0.3833486198292994, -0.09790358334733104, 191884000000, 
-0.4036466161427177, 0.2720381895309809, -0.0882033489849541, 191952000000, 
-0.37543133643566096, 0.19571403064640336, -0.08088156654719737, 192054000000, 
-0.33710078928719645, 0.22181942285173747, -0.07441191612437167, 192122000000, 
-0.28844885141321486, 0.289941616741487, -0.06673206514240482, 192224000000, 
-0.24883986293827354, 0.294203087829743, -0.05829263357591232, 192326000000, 
-0.22399799279736277, 0.21483619538617363, -0.050752447143256746, 192394000000, 
-0.1888819539955171, 0.19985969647585478, -0.044114653982076896, 192496000000, 
-0.1683176986836643, 0.18560098037899486, -0.03874650969843628, 192564000000, 
-0.1409464568774479, 0.15978499039356406, -0.03320974063710862, 192666000000, 
-0.12441692238902657, 0.14633592098212578, -0.028912071863342586, 192734000000, 
-0.10250707236599865, 0.1281312817048308, -0.024524696775498206, 192836000000, 
-0.08512012563524474, 0.13098932251260612, -0.020802941359351332, 192938000000, 
-0.07459419180283611, 0.09304293521054181, -0.017481425986938633, 193006000000, 
-0.06571313542115576, 0.0646899673802966, -0.01502849685728244, 193074000000, 
-0.054206061263522454, 0.06796043513104551, -0.012967559232500954, 193176000000, 
-0.04504367433405276, 0.06889820362367664, -0.010997524734582065, 193278000000, 
0.1357079495757909, 0.6330467027977112, 0.0024305475985477126, 193346000000, 
0.15151319048153988, 0.6551895493853088, 0.01614516438155187, 193448000000, 
0.1674210947814032, 0.10571048401870768, 0.030309482322582265, 193550000000, 
0.18305706588532633, 0.10514625134595483, 0.0334660900765513, 193652000000, 
0.20344237930778553, 0.12007094842127437, 0.036928035998301, 193754000000, 
0.1907851313244593, 0.025760218130443196, 0.03848563843450474, 193856000000, 
0.1880979463060517, -0.05114811000577942, 0.03882169712921977, 193924000000, 
0.3213336254504957, 0.43516164708678806, 0.046681113538733776, 194026000000, 
0.3146929647482464, 0.42198339480731556, 0.05494163576698625, 194094000000, 
0.3043735045830134, -0.0565337362249411, 0.06269333965211703, 194196000000, 
0.29761288048731926, -0.056933614203090364, 0.06111195665457193, 194298000000, 
0.28706145135330385, -0.05770684409903174, 0.059269855761575764, 194400000000, 
0.2616297977448676, -0.11994360914150552, 0.05642027530569938, 194468000000, 
0.23467089514390094, -0.1746351873646764, 0.052224142949471496, 194570000000, 
0.214582885545044, -0.15682304066607866, 0.04739223856225417, 194672000000, 
0.2898828874905577, 0.1840399744888558, 0.049275777878633506, 194740000000, 
0.2703620254235095, 0.18593046626155166, 0.05165518656394075, 194842000000, 
0.2557160583730125, -0.11388943039181736, 0.054397398085805314, 194944000000, 
0.2494610936130539, -0.06966977270151868, 0.05170261182730506, 195012000000, 
0.23353322136344756, -0.07394279003188305, 0.04924735822330093, 195114000000, 
-0.03407643049859166, -0.9451250803721519, 0.029927858965193985, 195216000000, 
-0.06639574923845659, -0.9997632353396805, 0.00887073610842662, 195284000000, 
-0.08820025949065902, -0.18041276330689118, -0.012578162615180485, 195352000000, 
-0.1281211665007307, -0.205751390874247, -0.018847811681989752, 195454000000, 
-0.15456330182528877, -0.2212101411154325, -0.0247256485211119, 195522000000, 
-0.17232125286938427, -0.14733362122884527, -0.03033371474636025, 195624000000, 
-0.05538105660607884, 0.3306074840640331, -0.02548437408671679, 195692000000, 
-0.04446429287736908, 0.4261898666400506, -0.018144440156855478, 195794000000, 
-0.033080252326069814, 0.07433601426669674, -0.008861706787301183, 195862000000, 
-0.01140664777839584, 0.11019215032991081, -0.005930079532122315, 195964000000, 
0.00801345578425483, 0.13697902703441547, -0.0024315629546807216, 196066000000, 
0.008800826236027737, 0.06735824671474526, 0.00036050894945911517, 196168000000, 
-0.16520127305482935, -0.577382429463614, -0.009892466068969786, 196236000000, 
-0.16995526259487082, -0.5958536294363285, -0.021757047294244828, 196338000000, 
-0.18024650291786304, -0.05015076621011231, -0.03436020257117088, 196440000000, 
-0.19054923415554792, -0.06864657186892369, -0.03605006664455212, 196508000000, 
-0.19977065575403286, -0.06508050945389939, -0.038037759521829584, 196610000000, 
-0.04825899738684236, 0.4743007892290185, -0.029238592486428207, 196712000000, 
-0.019483700933085712, 0.6009565160698238, -0.017834223604930727, 196814000000, 
-0.004976539188544127, 0.14427486066099413, -0.00484794916723148, 196882000000, 
0.022165116462470325, 0.13882939131852012, -0.00015300824394396764, 196984000000, 
0.047301773581674755, 0.17426104256739627, 0.00429935672370673, 197086000000, 
0.04771190329605446, 0.08515595611194711, 0.007811919556013303, 197188000000, 
0.043325417015173784, -0.013254521888336571, 0.009222606259526867, 197256000000, 
0.15501050406410855, 0.35766200256018027, 0.01640318829168912, 197358000000, 
0.15896301608314145, 0.3854586635598922, 0.023819929144161586, 197460000000, 
0.1587513393428437, 0.012469450929117146, 0.031514990632672914, 197528000000, 
0.16282475215487624, 0.012872453572449297, 0.032035940505390756, 197630000000, 
0.16705855134990544, 0.02769070669020583, 0.03257564285650836, 197732000000, 
