x, y, theta, stamp, 
1.3013030222398334, -1.9945979156980118, 0.7389338398228863, Time(nanoseconds=2713167000000, clock_type=ROS_TIME), 
1.3013033768293105, -1.9945982877400705, 1.8425960135002535, Time(nanoseconds=2713235000000, clock_type=ROS_TIME), 
1.3013033776522187, -1.9945977377552877, 3.084783840085056, Time(nanoseconds=2713269000000, clock_type=ROS_TIME), 
1.3013032470810368, -1.9945977290590158, 2.5707741388131575, Time(nanoseconds=2713337000000, clock_type=ROS_TIME), 
1.3013033049158949, -1.994597653194081, -2.4717405632600458, Time(nanoseconds=2713371000000, clock_type=ROS_TIME), 
1.3013033218061418, -1.994597782792447, 2.448706034235397, Time(nanoseconds=2713439000000, clock_type=ROS_TIME), 
1.3013030539313255, -1.9945976804834502, -0.10182472171357189, Time(nanoseconds=2713507000000, clock_type=ROS_TIME), 
1.3013032475993471, -1.994597666887392, -2.0983382983952406, Time(nanoseconds=2713575000000, clock_type=ROS_TIME), 
1.3013029982569908, -1.9945978634051207, 0.633927073343552, Time(nanoseconds=2713643000000, clock_type=ROS_TIME), 
1.301303331022364, -1.9945976676816208, -2.9004179125631833, Time(nanoseconds=2713677000000, clock_type=ROS_TIME), 
1.3013033071301976, -1.9945977258025565, 2.756230510616173, Time(nanoseconds=2713711000000, clock_type=ROS_TIME), 
1.301303360854949, -1.994597890438344, 2.18451687730872, Time(nanoseconds=2713779000000, clock_type=ROS_TIME), 
1.3013036114907675, -1.9945981767424068, 2.255322485127702, Time(nanoseconds=2713847000000, clock_type=ROS_TIME), 
1.3013032348603137, -1.9945976512406125, -2.075106617551365, Time(nanoseconds=2713915000000, clock_type=ROS_TIME), 
1.3013034194664976, -1.994597922114877, 2.300494866200807, Time(nanoseconds=2713949000000, clock_type=ROS_TIME), 
1.3013035401618054, -1.9945981604189542, 2.1747753103767122, Time(nanoseconds=2714017000000, clock_type=ROS_TIME), 
1.3013031569144526, -1.9945977195580298, 0.6166446506768666, Time(nanoseconds=2714085000000, clock_type=ROS_TIME), 
1.3013033890037369, -1.9945975541381509, -2.5344060485805757, Time(nanoseconds=2714153000000, clock_type=ROS_TIME), 
1.3013034145572515, -1.9945976057031132, -2.816444810755779, Time(nanoseconds=2714187000000, clock_type=ROS_TIME), 
1.3013031403113833, -1.9945976004253936, -0.7457963358128089, Time(nanoseconds=2714255000000, clock_type=ROS_TIME), 
1.3013035084908506, -1.9945979272425, 2.4276764901155232, Time(nanoseconds=2714289000000, clock_type=ROS_TIME), 
1.301303355434451, -1.9945981030051168, 1.9060076982850038, Time(nanoseconds=2714357000000, clock_type=ROS_TIME), 
1.3013031695304158, -1.9945976996829105, 0.6659950877731913, Time(nanoseconds=2714425000000, clock_type=ROS_TIME), 
1.3013032168201932, -1.9945977140983664, 2.6796314237405996, Time(nanoseconds=2714493000000, clock_type=ROS_TIME), 
1.3013031638787091, -1.9945977666543626, 1.4256916538558213, Time(nanoseconds=2714561000000, clock_type=ROS_TIME), 
1.3013031583362769, -1.9945976884706644, -2.986388597141152, Time(nanoseconds=2714629000000, clock_type=ROS_TIME), 
1.3013033957962978, -1.9945976255103126, -2.9012737714998127, Time(nanoseconds=2714697000000, clock_type=ROS_TIME), 
1.301303216978417, -1.9945977190551099, 2.5868460869604677, Time(nanoseconds=2714765000000, clock_type=ROS_TIME), 
1.3013033384929265, -1.9945978730855887, 2.357447314079798, Time(nanoseconds=2714833000000, clock_type=ROS_TIME), 
1.3013032469507448, -1.9945978301253542, 2.1930749850492823, Time(nanoseconds=2714901000000, clock_type=ROS_TIME), 
1.3013032900560935, -1.994597803933929, 2.4455193643830433, Time(nanoseconds=2714935000000, clock_type=ROS_TIME), 
1.3013036786015877, -1.994597895930713, 2.7555593929871294, Time(nanoseconds=2715003000000, clock_type=ROS_TIME), 
1.301302807685019, -1.994598095475122, 0.9131817046847974, Time(nanoseconds=2715071000000, clock_type=ROS_TIME), 
1.3013035829355541, -1.9945972622107873, -2.402426647336183, Time(nanoseconds=2715139000000, clock_type=ROS_TIME), 
1.3013037028635352, -1.9945975927818111, -2.9956387589170306, Time(nanoseconds=2715173000000, clock_type=ROS_TIME), 
1.3013025063639563, -1.9945981828722237, 0.6912351186263502, Time(nanoseconds=2715241000000, clock_type=ROS_TIME), 
1.301302831742581, -1.9945980707118183, 0.9570437612589309, Time(nanoseconds=2715309000000, clock_type=ROS_TIME), 
1.301302285877082, -1.994598829991735, 0.9548708449452443, Time(nanoseconds=2715377000000, clock_type=ROS_TIME), 
1.301304179506898, -1.9945968544067583, -2.4950238164784713, Time(nanoseconds=2715445000000, clock_type=ROS_TIME), 
1.301301842013078, -1.9945989516573348, 0.7973922932458636, Time(nanoseconds=2715479000000, clock_type=ROS_TIME), 
1.3013037188484917, -1.9945972024588818, -2.5061584786624276, Time(nanoseconds=2715547000000, clock_type=ROS_TIME), 
1.3013046670067607, -1.9945970945655849, -2.791242917889902, Time(nanoseconds=2715581000000, clock_type=ROS_TIME), 
1.301302568193804, -1.9945993596708802, 1.2793315655747386, Time(nanoseconds=2715649000000, clock_type=ROS_TIME), 
1.301303089531412, -1.9945989740670373, 1.5861799756688022, Time(nanoseconds=2715717000000, clock_type=ROS_TIME), 
1.3013034110322343, -1.9945985873573657, 1.9273548786667127, Time(nanoseconds=2715751000000, clock_type=ROS_TIME), 
1.3013046630187657, -1.9945974413650576, -2.9997920252758465, Time(nanoseconds=2715819000000, clock_type=ROS_TIME), 
1.30130296787963, -1.9945985987497874, 1.4620611490702995, Time(nanoseconds=2715887000000, clock_type=ROS_TIME), 
1.3013018952079674, -1.9945994227122397, 0.9814187613985917, Time(nanoseconds=2715921000000, clock_type=ROS_TIME), 
1.301303087801548, -1.9945991146997795, 1.5878730122042357, Time(nanoseconds=2716023000000, clock_type=ROS_TIME), 
1.3013029649552426, -1.9945988818614258, 1.487543062726179, Time(nanoseconds=2716125000000, clock_type=ROS_TIME), 
1.3013021664458124, -1.9945984908112175, 0.7475450257266331, Time(nanoseconds=2716193000000, clock_type=ROS_TIME), 
1.3013030495338025, -1.9945983682790869, 1.545952916596445, Time(nanoseconds=2716261000000, clock_type=ROS_TIME), 
1.3013024935197013, -1.9945980991804075, 0.6641799520334319, Time(nanoseconds=2716329000000, clock_type=ROS_TIME), 
1.301303968217962, -1.9945974481918538, -2.922138724198353, Time(nanoseconds=2716397000000, clock_type=ROS_TIME), 
1.3013041702678936, -1.9945968613193559, -2.5233661662418276, Time(nanoseconds=2716465000000, clock_type=ROS_TIME), 
1.3013041928587792, -1.9945971606238764, -2.7355829639737785, Time(nanoseconds=2716499000000, clock_type=ROS_TIME), 
1.3013018074301475, -1.9945987179200948, 0.7100316497305156, Time(nanoseconds=2716567000000, clock_type=ROS_TIME), 
1.3013041600174642, -1.9945968334555384, -2.510885190536966, Time(nanoseconds=2716635000000, clock_type=ROS_TIME), 
1.3013034537934378, -1.9945973098341978, -2.4735437171437153, Time(nanoseconds=2716703000000, clock_type=ROS_TIME), 
1.3013031836692759, -1.9945977172018754, 2.4343545978904992, Time(nanoseconds=2716771000000, clock_type=ROS_TIME), 
1.3013023110133104, -1.9945982285222645, 0.6849637638571832, Time(nanoseconds=2716839000000, clock_type=ROS_TIME), 
1.3013028726223863, -1.9945977889725879, 0.7400296856767901, Time(nanoseconds=2716907000000, clock_type=ROS_TIME), 
1.301303959911972, -1.9945969575764861, -2.5107867133351394, Time(nanoseconds=2716975000000, clock_type=ROS_TIME), 
1.3013036357067986, -1.9945975684257329, -3.0853403255515617, Time(nanoseconds=2717043000000, clock_type=ROS_TIME), 
1.3013029080334881, -1.9945977537688988, 0.7603605886322254, Time(nanoseconds=2717111000000, clock_type=ROS_TIME), 
1.3013030836265012, -1.9945975421630786, -1.4927061980065355, Time(nanoseconds=2717179000000, clock_type=ROS_TIME), 
1.3013031487853162, -1.9945976305869635, 2.323321741707663, Time(nanoseconds=2717247000000, clock_type=ROS_TIME), 
1.3013032346871543, -1.9945976224721458, 2.763674641637129, Time(nanoseconds=2717315000000, clock_type=ROS_TIME), 
1.3013031803670725, -1.994597481410604, -2.4669460342677216, Time(nanoseconds=2717383000000, clock_type=ROS_TIME), 
1.301303129081661, -1.9945975210286915, -2.475213166009741, Time(nanoseconds=2717451000000, clock_type=ROS_TIME), 
1.3013029579507536, -1.99459765775456, 0.7120520972487595, Time(nanoseconds=2717519000000, clock_type=ROS_TIME), 
1.301302897458678, -1.9945978187395166, 1.0073276896785703, Time(nanoseconds=2717587000000, clock_type=ROS_TIME), 
1.301302930710819, -1.9945976979761189, 0.844968390846562, Time(nanoseconds=2717655000000, clock_type=ROS_TIME), 
1.3013030864302713, -1.9945977288320633, 1.8417169374238214, Time(nanoseconds=2717723000000, clock_type=ROS_TIME), 
1.30130320722193, -1.994597740594311, 2.3211941485715846, Time(nanoseconds=2717757000000, clock_type=ROS_TIME), 
1.3013033953687752, -1.9945978884656437, 2.399340614622817, Time(nanoseconds=2717791000000, clock_type=ROS_TIME), 
1.3013029306646768, -1.994597825263585, 1.2196883037773825, Time(nanoseconds=2717859000000, clock_type=ROS_TIME), 
1.3013031420060637, -1.9945977264192403, 2.1969475214144514, Time(nanoseconds=2717927000000, clock_type=ROS_TIME), 
1.3013031466451983, -1.9945977252238225, 2.2043083707331665, Time(nanoseconds=2717995000000, clock_type=ROS_TIME), 
1.3013030501608334, -1.9945975856068134, 2.3454930905892457, Time(nanoseconds=2718063000000, clock_type=ROS_TIME), 
1.3013031106108195, -1.9945976244878107, 2.445098547049394, Time(nanoseconds=2718131000000, clock_type=ROS_TIME), 
1.3013029793866506, -1.9945975219964607, -0.5647018805501725, Time(nanoseconds=2718199000000, clock_type=ROS_TIME), 
1.3013031647479467, -1.9945977037053244, 2.310495404979333, Time(nanoseconds=2718233000000, clock_type=ROS_TIME), 
1.301303109546446, -1.9945975667335358, 2.8838739969119307, Time(nanoseconds=2718301000000, clock_type=ROS_TIME), 
1.3013032941293032, -1.994597937160691, 2.183219005792989, Time(nanoseconds=2718335000000, clock_type=ROS_TIME), 
1.3013036220531768, -1.9945981871646978, 2.327078550781202, Time(nanoseconds=2718403000000, clock_type=ROS_TIME), 
1.301303797578003, -1.994598517404821, 2.249695664082016, Time(nanoseconds=2718437000000, clock_type=ROS_TIME), 
1.3013033157216867, -1.9945975116920007, -3.03057548908301, Time(nanoseconds=2718505000000, clock_type=ROS_TIME), 
1.3013032268218963, -1.9945975941927032, 2.937836882229873, Time(nanoseconds=2718573000000, clock_type=ROS_TIME), 
1.3013031295380153, -1.99459799120925, 1.852858722996713, Time(nanoseconds=2718607000000, clock_type=ROS_TIME), 
1.3013031068751342, -1.9945976848151568, 2.2406867088731546, Time(nanoseconds=2718675000000, clock_type=ROS_TIME), 
1.3013028139476297, -1.994597495180716, -0.30134251035836174, Time(nanoseconds=2718743000000, clock_type=ROS_TIME), 
1.3013032522242765, -1.9945978765916852, 2.2678619149066694, Time(nanoseconds=2718811000000, clock_type=ROS_TIME), 
1.3013030720669, -1.9945976320855971, 2.484256462590267, Time(nanoseconds=2718845000000, clock_type=ROS_TIME), 
1.3013033427775997, -1.9945977046858392, 2.783767860905074, Time(nanoseconds=2718913000000, clock_type=ROS_TIME), 
1.3013030296516994, -1.9945978785940646, 1.7666212924223201, Time(nanoseconds=2718981000000, clock_type=ROS_TIME), 
1.301302973632018, -1.9945973511500863, -1.6022260562870934, Time(nanoseconds=2719015000000, clock_type=ROS_TIME), 
1.301303069139536, -1.9945975793502404, 2.997486283815847, Time(nanoseconds=2719083000000, clock_type=ROS_TIME), 
1.3013030621170412, -1.9945976207158558, 2.611426279833386, Time(nanoseconds=2719151000000, clock_type=ROS_TIME), 
1.301303379260884, -1.9945980615202823, 2.264623438309078, Time(nanoseconds=2719185000000, clock_type=ROS_TIME), 
1.3013036171266135, -1.9945984698813808, 2.192137177557706, Time(nanoseconds=2719253000000, clock_type=ROS_TIME), 
1.301303057530949, -1.9945977706192164, 1.9679098872885348, Time(nanoseconds=2719321000000, clock_type=ROS_TIME), 
1.3013031781551354, -1.994597725727776, 2.452105584817237, Time(nanoseconds=2719355000000, clock_type=ROS_TIME), 
1.3013028505873976, -1.9945976977801836, 0.9128264802102296, Time(nanoseconds=2719423000000, clock_type=ROS_TIME), 
1.3013029812371253, -1.9945975264265026, -2.336768025595536, Time(nanoseconds=2719457000000, clock_type=ROS_TIME), 
1.30130294127401, -1.9945975600554517, 0.8207969630072403, Time(nanoseconds=2719525000000, clock_type=ROS_TIME), 
1.30130300780814, -1.9945976166651442, 2.062012307768494, Time(nanoseconds=2719593000000, clock_type=ROS_TIME), 
1.3013029901934845, -1.9945975389114818, 2.5976083135467714, Time(nanoseconds=2719661000000, clock_type=ROS_TIME), 
1.3013029279852877, -1.9945975033943795, -0.42789049823557257, Time(nanoseconds=2719695000000, clock_type=ROS_TIME), 
1.3013032034469476, -1.9945977848518783, 2.27484727501757, Time(nanoseconds=2719763000000, clock_type=ROS_TIME), 
1.3013028347965276, -1.9945973743899759, -0.7773377214652077, Time(nanoseconds=2719831000000, clock_type=ROS_TIME), 
1.3013029194819443, -1.9945974683121648, -0.6763432783768586, Time(nanoseconds=2719865000000, clock_type=ROS_TIME), 
1.301303113747952, -1.9945977163615547, 2.195622168822593, Time(nanoseconds=2719933000000, clock_type=ROS_TIME), 
1.3013029270497924, -1.9945974212488622, -1.201685956644095, Time(nanoseconds=2720001000000, clock_type=ROS_TIME), 
1.301302831751272, -1.9945974126738732, -0.6442636797782557, Time(nanoseconds=2720069000000, clock_type=ROS_TIME), 
1.3013030933047778, -1.9945982032130352, 1.7686555248616203, Time(nanoseconds=2720137000000, clock_type=ROS_TIME), 
1.3013030644370096, -1.9945973583874403, -2.219038208685645, Time(nanoseconds=2720205000000, clock_type=ROS_TIME), 
1.3013034042529357, -1.9945976442535622, 2.8555735478065447, Time(nanoseconds=2720273000000, clock_type=ROS_TIME), 
1.3013030767084373, -1.9945975296943501, 2.9874883630753803, Time(nanoseconds=2720341000000, clock_type=ROS_TIME), 
1.3013031358057139, -1.9945975757009058, 2.799076231373737, Time(nanoseconds=2720375000000, clock_type=ROS_TIME), 
1.3013030226675038, -1.9945974203262278, -2.321802440290933, Time(nanoseconds=2720443000000, clock_type=ROS_TIME), 
1.3013029135723504, -1.9945975190685707, 0.5834314688126468, Time(nanoseconds=2720511000000, clock_type=ROS_TIME), 
1.3013026209425054, -1.9945977811176296, 0.7307687900184757, Time(nanoseconds=2720579000000, clock_type=ROS_TIME), 
1.3013036478059787, -1.9945973601761524, -2.9626043484047737, Time(nanoseconds=2720613000000, clock_type=ROS_TIME), 
1.3013038010411677, -1.9945970632382792, -2.6866750451923846, Time(nanoseconds=2720681000000, clock_type=ROS_TIME), 
1.3013036688493078, -1.994596805592551, -2.3894205627668996, Time(nanoseconds=2720749000000, clock_type=ROS_TIME), 
1.3013046831607284, -1.994598046355173, 2.8138976443576587, Time(nanoseconds=2720817000000, clock_type=ROS_TIME), 
1.3013039398538677, -1.9945974396213915, -3.129277621335386, Time(nanoseconds=2720885000000, clock_type=ROS_TIME), 
1.3013024120425023, -1.9945978182225645, 0.5843026308463718, Time(nanoseconds=2720953000000, clock_type=ROS_TIME), 
1.301303271406419, -1.9945971147856323, -2.3010734782875537, Time(nanoseconds=2720987000000, clock_type=ROS_TIME), 
1.3013031743095185, -1.9945982105564977, 1.8207414798122963, Time(nanoseconds=2721055000000, clock_type=ROS_TIME), 
1.3013028288240962, -1.9945975273323169, 0.5352889473858922, Time(nanoseconds=2721123000000, clock_type=ROS_TIME), 
1.3013028164311047, -1.9945975750009126, 0.7097395770818112, Time(nanoseconds=2721157000000, clock_type=ROS_TIME), 
1.30130297461364, -1.9945974189825146, -1.536756306015947, Time(nanoseconds=2721225000000, clock_type=ROS_TIME), 
1.3013030692726837, -1.9945973671496804, -2.549711348053291, Time(nanoseconds=2721293000000, clock_type=ROS_TIME), 
1.3013029931013158, -1.994597414730236, -2.5534732453845437, Time(nanoseconds=2721361000000, clock_type=ROS_TIME), 
1.3013029770422613, -1.9945974090620497, -2.210400923611969, Time(nanoseconds=2721429000000, clock_type=ROS_TIME), 
1.3013030964481942, -1.9945974034174698, -2.9467814329961373, Time(nanoseconds=2721497000000, clock_type=ROS_TIME), 
1.3013029800779112, -1.9945974026633329, -2.348342242437726, Time(nanoseconds=2721565000000, clock_type=ROS_TIME), 
