x [m], y [m], 
3.589524444774174, 1.2666330781159016, 
3.689524444774174, 1.2667110748231853, 
3.789524444774174, 1.2669230303776655, 
3.8895244447741737, 1.2674987314415997, 
3.989524444774174, 1.269060303403834, 
4.089524444774174, 1.273280531171484, 
4.1895244447741735, 1.2845738902092907, 
4.289524444774174, 1.314013553424766, 
4.389524444774174, 1.3857906022693165, 
4.489524444774173, 1.535529101617194, 
4.589524444774174, 1.7665876802471985, 
4.6895244447741735, 1.9976462588772033, 
4.789524444774173, 2.1473847582250816, 
4.889524444774174, 2.219161807069632, 
4.989524444774173, 2.2486014702851076, 
5.089524444774174, 2.2598948293229144, 
5.1895244447741735, 2.2641150570905646, 
5.289524444774173, 2.2656766290527983, 
5.389524444774174, 2.2662523301167328, 
5.489524444774173, 2.266464285671213, 
