pos_x, pos_y, pos_theta, stamp, 
0.3066987097263336, 0.20482483506202698, 0.07664677204110634, 1701295516687740712, 
0.31407806277275085, 0.2055143266916275, 0.034845712221446015, 1701295516776939154, 
0.3239815831184387, 0.2057180553674698, -0.017604403318793396, 1701295516876944804, 
0.3346140384674072, 0.20558089017868042, -0.06636366765114926, 1701295516987015304, 
0.34449946880340576, 0.20482748746871948, -0.09789683447346686, 1701295517087741292, 
0.3531560003757477, 0.20394162833690643, -0.12232177050470124, 1701295517177318038, 
0.36277106404304504, 0.20278339087963104, -0.13640826685011243, 1701295517277141665, 
0.3732260465621948, 0.2014477699995041, -0.1388177212540848, 1701295517387797200, 
0.38317325711250305, 0.20001904666423798, -0.14169625836213606, 1701295517487747622, 
0.3919151723384857, 0.19885890185832977, -0.14238348812818813, 1701295517576926290, 
0.4015044867992401, 0.19748367369174957, -0.13425077796846147, 1701295517677273857, 
0.4129555821418762, 0.19578100740909576, -0.16636413483161427, 1701295517787784114, 
0.4224264621734619, 0.19436673820018768, -0.20664968206596995, 1701295517888752734, 
0.4306386411190033, 0.192582368850708, -0.2316747997960799, 1701295517976952276, 
0.4400275647640228, 0.190141499042511, -0.2622726811228573, 1701295518076922405, 
0.45045965909957886, 0.1872873157262802, -0.2992731873760664, 1701295518187181008, 
0.4602869153022766, 0.1838235855102539, -0.3564605858094804, 1701295518287757749, 
0.4650478959083557, 0.18202035129070282, -0.3938328104584219, 1701295518337783305, 
0.4769708216190338, 0.1769680231809616, -0.47257116138002947, 1701295518476940022, 
0.48668521642684937, 0.17187008261680603, -0.5285117839825507, 1701295518586961784, 
0.49499499797821045, 0.16690582036972046, -0.5805888291311428, 1701295518687761310, 
0.5023372173309326, 0.16201099753379822, -0.6331655128752329, 1701295518777913557, 
0.5099762678146362, 0.15621858835220337, -0.6858833782852938, 1701295518876949650, 
0.5181002616882324, 0.14943857491016388, -0.7349036238400231, 1701295518987811364, 
0.5254388451576233, 0.14278742671012878, -0.7755792577623454, 1701295519087766113, 
0.5313188433647156, 0.13685555756092072, -0.8043354413209103, 1701295519178785951, 
0.5382041335105896, 0.12957756221294403, -0.830575735154085, 1701295519277007215, 
0.545514702796936, 0.12157826870679855, -0.8564770497768454, 1701295519387245410, 
0.5519422292709351, 0.11409519612789154, -0.8720583019590216, 1701295519487758571, 
0.5576179027557373, 0.10733603686094284, -0.8796036503484126, 1701295519577814845, 
0.5640586018562317, 0.09978336095809937, -0.8861239188250175, 1701295519676900006, 
0.570780336856842, 0.09152528643608093, -0.8868147197468735, 1701295519786959587, 
0.5769991278648376, 0.08386474847793579, -0.8845454866819882, 1701295519887795809, 
0.5825164914131165, 0.07717416435480118, -0.880247996229215, 1701295519977798176, 
0.5888723134994507, 0.0694551095366478, -0.8711146974384395, 1701295520077547689, 
0.5958688855171204, 0.06117422506213188, -0.8569346111162279, 1701295520186951878, 
0.6023250818252563, 0.05373454466462135, -0.8444471317855938, 1701295520287766274, 
0.6081112623214722, 0.04709175229072571, -0.8326595614936863, 1701295520377818621, 
0.6148313879966736, 0.039655424654483795, -0.8192054973106463, 1701295520477396142, 
0.6223450899124146, 0.03170739859342575, -0.8034315918098831, 1701295520587446590, 
0.629108190536499, 0.02472744882106781, -0.791221926644437, 1701295520687784201, 
0.6353581547737122, 0.01853536069393158, -0.7817263634032033, 1701295520777052376, 
0.642417848110199, 0.01142056379467249, -0.771280681877335, 1701295520876871072, 
0.6502792835235596, 0.003991103731095791, -0.7630303301823194, 1701295520987005036, 
0.6572839617729187, -0.0027155550196766853, -0.754892691065149, 1701295521086889370, 
0.6638854146003723, -0.008587175980210304, -0.7508833098833173, 1701295521176930829, 
0.6711428761482239, -0.015428001992404461, -0.7478323144338922, 1701295521277772437, 
0.6789830327033997, -0.022752752527594566, -0.7432846627325316, 1701295521387254366, 
0.6863112449645996, -0.02960781939327717, -0.7147830036041408, 1701295521487804905, 
0.6929511427879333, -0.035198766738176346, -0.6828856821036418, 1701295521576943754, 
0.7005703449249268, -0.041448742151260376, -0.6585510371156323, 1701295521677160935, 
0.7092037200927734, -0.04808932542800903, -0.6300170223008782, 1701295521787119223, 
0.7172642946243286, -0.05377204716205597, -0.6042964821089454, 1701295521886889337, 
0.7244543433189392, -0.058897681534290314, -0.5808543044466041, 1701295521977120329, 
0.7331451773643494, -0.06424694508314133, -0.5514661378287736, 1701295522077584720, 
0.7428379654884338, -0.07011443376541138, -0.5383211182576881, 1701295522186902051, 
0.7511600852012634, -0.07518313080072403, -0.5383211182576881, 1701295522286883691, 
0.7586033940315247, -0.07965924590826035, -0.536768191076024, 1701295522377036435, 
0.7672268748283386, -0.08496560901403427, -0.5332387210320084, 1701295522477190607, 
0.7766596674919128, -0.09045761823654175, -0.5337819581470856, 1701295522587024605, 
0.7851005792617798, -0.0953524112701416, -0.5385700916666688, 1701295522686924035, 
0.7925258278846741, -0.0997232124209404, -0.544064795213875, 1701295522777129900, 
0.8009224534034729, -0.1044897809624672, -0.529228301850093, 1701295522877120706, 
0.8102214932441711, -0.11006662249565125, -0.5086815276198107, 1701295522987005797, 
0.8189697265625, -0.11496284604072571, -0.49543400352548234, 1701295523086903206, 
0.8268391489982605, -0.11902684718370438, -0.482258584608182, 1701295523177037240, 
0.8354082703590393, -0.1234259158372879, -0.46781116645067866, 1701295523277245822, 
0.8454062342643738, -0.12870542705059052, -0.4687875730317421, 1701295523386939719, 
0.8540357351303101, -0.13305041193962097, -0.47390491858952694, 1701295523486914089, 
0.8615923523902893, -0.13708634674549103, -0.47678279449720357, 1701295523577347396, 
0.870209276676178, -0.14157429337501526, -0.48335011824326496, 1701295523677034383, 
0.8798092603683472, -0.1466972529888153, -0.4928537674873593, 1701295523786899909, 
0.8887007832527161, -0.15149906277656555, -0.5031473457861587, 1701295523888331595, 
0.8963633179664612, -0.15577685832977295, -0.5111601327855884, 1701295523977024052, 
0.9048755764961243, -0.1603822559118271, -0.5025460161379647, 1701295524077395228, 
0.914275586605072, -0.16541962325572968, -0.48543723033163577, 1701295524186919205, 
0.9231181144714355, -0.17006857693195343, -0.4737288093050047, 1701295524288141310, 
0.9307066798210144, -0.1740904450416565, -0.4622441780942445, 1701295524377041453, 
0.9410533905029297, -0.17930495738983154, -0.44671848636335676, 1701295524494430384, 
0.9496614933013916, -0.1833231896162033, -0.45083684892905584, 1701295524586923500, 
0.9585498571395874, -0.18741677701473236, -0.4584307359973586, 1701295524687943579, 
0.9661890268325806, -0.19110538065433502, -0.46238018880660486, 1701295524777019184, 
0.9750202298164368, -0.19564460217952728, -0.4689997829449411, 1701295524876904796, 
0.9848489761352539, -0.20070181787014008, -0.4778789738460042, 1701295524987359059, 
0.9936389923095703, -0.20532403886318207, -0.4866542212213657, 1701295525083904179, 
1.0017106533050537, -0.20974533259868622, -0.5126761915649284, 1701295525177144837, 
1.010029911994934, -0.21452155709266663, -0.5432351215600741, 1701295525276909957, 
1.0189260244369507, -0.22003690898418427, -0.5704337194968735, 1701295525386902869, 
1.0269196033477783, -0.22531820833683014, -0.5945575034218818, 1701295525484916662, 
1.0342024564743042, -0.23047737777233124, -0.6176092092215317, 1701295525577042018, 
1.0421096086502075, -0.2360646277666092, -0.6420455489995444, 1701295525676827580, 
1.051018476486206, -0.24258115887641907, -0.6428754853355673, 1701295525786957821, 
1.0585566759109497, -0.24850164353847504, -0.6349620457263763, 1701295525884933402, 
1.0657563209533691, -0.2539627254009247, -0.6282754481521107, 1701295525977282820, 
1.0735247135162354, -0.25954949855804443, -0.615766196488828, 1701295526077201823, 
1.0825691223144531, -0.26579540967941284, -0.6031439079454869, 1701295526187451044, 
1.09070885181427, -0.2712461054325104, -0.6021613941223342, 1701295526284894191, 
1.0981652736663818, -0.2764323949813843, -0.596639009930382, 1701295526377474850, 
1.1063024997711182, -0.2820161283016205, -0.5922804685899513, 1701295526477955857, 
1.1154227256774902, -0.28810766339302063, -0.5871303557462038, 1701295526587316453, 
1.1236721277236938, -0.2936048209667206, -0.5830537321788594, 1701295526686405047, 
1.1311372518539429, -0.2982900142669678, -0.5811447142225408, 1701295526778513311, 
1.1394423246383667, -0.30356332659721375, -0.5781667014379169, 1701295526878922228, 
1.1489924192428589, -0.30959585309028625, -0.5520907686375636, 1701295526989741264, 
1.1570643186569214, -0.3147177994251251, -0.5242596601076278, 1701295527086626433, 
1.1646968126296997, -0.3190120458602905, -0.5005619856302624, 1701295527177828559, 
1.173625111579895, -0.32391661405563354, -0.47488249246199765, 1701295527279287995, 
1.183327317237854, -0.32879945635795593, -0.44553095137640836, 1701295527389353582, 
1.1922975778579712, -0.3330150544643402, -0.4200665230614216, 1701295527485926883, 
1.2010163068771362, -0.33700031042099, -0.4163794032059501, 1701295527578095127, 
1.209751844406128, -0.34098297357559204, -0.42154193475019147, 1701295527677169386, 
1.2193174362182617, -0.34528133273124695, -0.4242361670268813, 1701295527787032908, 
1.2283198833465576, -0.34942400455474854, -0.4273708973728125, 1701295527886935714, 
1.2365010976791382, -0.353350430727005, -0.4308792075726265, 1701295527977078732, 
1.2452720403671265, -0.3572461009025574, -0.4228751417746229, 1701295528077228969, 
1.2549560070037842, -0.3615845739841461, -0.41566220061929016, 1701295528188117731, 
1.2640827894210815, -0.36568334698677063, -0.41120252487551845, 1701295528286927253, 
1.272108793258667, -0.36932137608528137, -0.4051870662305523, 1701295528378092986, 
1.2812966108322144, -0.3732392191886902, -0.3987212458007136, 1701295528477331390, 
1.2913497686386108, -0.3773834705352783, -0.3870389396204972, 1701295528587052964, 
1.3009048700332642, -0.3808284401893616, -0.3595912801405321, 1701295528686945430, 
1.3089895248413086, -0.384158194065094, -0.3351439564104001, 1701295528777116192, 
1.3183579444885254, -0.3872215449810028, -0.31101528823020014, 1701295528877323570, 
1.328908085823059, -0.3904845714569092, -0.28319862613169394, 1701295528987977748, 
1.3383125066757202, -0.39327171444892883, -0.2596620658626981, 1701295529086952827, 
1.3468127250671387, -0.39535513520240784, -0.23625870039291463, 1701295529177143429, 
1.3583862781524658, -0.3979603052139282, -0.19249144332102747, 1701295529297157923, 
1.3671400547027588, -0.3997231423854828, -0.1612681390274737, 1701295529388120392, 
1.3770031929016113, -0.40112149715423584, -0.1281254298488557, 1701295529487134585, 
1.385936975479126, -0.40236541628837585, -0.10372690566187535, 1701295529578247437, 
1.3976393938064575, -0.40327802300453186, -0.06727180592438588, 1701295529698220883, 
1.4066983461380005, -0.40390002727508545, -0.040610189987282004, 1701295529788922821, 
1.4115229845046997, -0.4040343165397644, -0.025690447083688395, 1701295529837163865, 
1.4251188039779663, -0.40421026945114136, 0.012622640764153894, 1701295529978176252, 
1.431580662727356, -0.40421733260154724, 0.03968071313065916, 1701295530077505798, 
1.439929723739624, -0.4040394425392151, 0.058056588065845245, 1701295530188996215, 
1.4510469436645508, -0.4029010832309723, 0.11084599553354248, 1701295530286957823, 
1.4598312377929688, -0.4019838571548462, 0.15742890665727058, 1701295530378198724, 
1.4687244892120361, -0.40043336153030396, 0.20630208735622946, 1701295530477502862, 
1.479445219039917, -0.39793556928634644, 0.2633265025519041, 1701295530587007139, 
1.488888144493103, -0.39538347721099854, 0.30967762522098113, 1701295530686977164, 
1.4972829818725586, -0.39245083928108215, 0.3524427121015104, 1701295530778050596, 
1.5074416399002075, -0.3887763023376465, 0.3824521103954904, 1701295530877520763, 
1.517300009727478, -0.3847961723804474, 0.3997106749257445, 1701295530987008762, 
1.5261133909225464, -0.38094377517700195, 0.4161859794339876, 1701295531086981083, 
1.5345921516418457, -0.3773079514503479, 0.4300738442964731, 1701295531177068042, 
1.543783187866211, -0.3732277452945709, 0.4390364200097146, 1701295531277762567, 
1.5534863471984863, -0.36846885085105896, 0.46185128785421936, 1701295531386996003, 
1.5622613430023193, -0.36400821805000305, 0.48735066864642546, 1701295531486974432, 
1.5699653625488281, -0.36014118790626526, 0.5044830613887704, 1701295531578079955, 
1.5784000158309937, -0.35521894693374634, 0.520726025880515, 1701295531677320971, 
1.587924599647522, -0.3496244251728058, 0.5391014654491139, 1701295531787986464, 
1.5964109897613525, -0.34459835290908813, 0.5561221310411778, 1701295531886977808, 
1.6039623022079468, -0.3400144875049591, 0.5800609890711353, 1701295531978100580, 
1.6122463941574097, -0.334453284740448, 0.6074829833877579, 1701295532077521644, 
1.6212629079818726, -0.3282372057437897, 0.6296460422613888, 1701295532188002766, 
1.629059910774231, -0.3223201632499695, 0.6492556375831307, 1701295532287011192, 
1.6363303661346436, -0.3166436553001404, 0.6677007272733546, 1701295532378148851, 
1.6440273523330688, -0.3106762170791626, 0.6914451957266993, 1701295532477360201, 
1.652245044708252, -0.3036404550075531, 0.7150892487748078, 1701295532587029022, 
1.65973961353302, -0.29690125584602356, 0.7352718802388322, 1701295532686999371, 
1.6666454076766968, -0.29087063670158386, 0.7504338649236407, 1701295532779104303, 
1.673959732055664, -0.28391221165657043, 0.7629197655314984, 1701295532877397762, 
1.6817820072174072, -0.27636414766311646, 0.77699642635059, 1701295532987025119, 
1.6885615587234497, -0.26968058943748474, 0.7867498009123726, 1701295533087013958, 
1.6947227716445923, -0.2634154260158539, 0.7930933255425965, 1701295533179106771, 
1.7016758918762207, -0.25618088245391846, 0.7974559791201264, 1701295533278371628, 
1.7093249559402466, -0.24809646606445312, 0.8025621324361859, 1701295533387029890, 
1.716248869895935, -0.24096114933490753, 0.8057149616604039, 1701295533487008298, 
1.7222609519958496, -0.23468540608882904, 0.8057149616604039, 1701295533579085973, 
1.7290054559707642, -0.22759473323822021, 0.8026413449356681, 1701295533677192287, 
1.7366249561309814, -0.219749316573143, 0.80152795236778, 1701295533787029374, 
1.7430373430252075, -0.21291391551494598, 0.7997188365843693, 1701295533883082047, 
1.7499103546142578, -0.20597068965435028, 0.7981669343431497, 1701295533982116185, 
1.7563729286193848, -0.19937998056411743, 0.7963010911171119, 1701295534073540603, 
1.7643136978149414, -0.19114817678928375, 0.7910274832915178, 1701295534192037049, 
1.7705137729644775, -0.18502260744571686, 0.7858635636665763, 1701295534283015374, 
1.7772419452667236, -0.178528293967247, 0.7794967079153376, 1701295534382126636, 
1.783613920211792, -0.17191751301288605, 0.7786820249566025, 1701295534473156713, 
1.792136311531067, -0.16372784972190857, 0.775213184211696, 1701295534592037681, 
1.7982959747314453, -0.1575031727552414, 0.771138066241066, 1701295534682024090, 
1.8052502870559692, -0.15053074061870575, 0.7671672868105718, 1701295534783150186, 
1.8118994235992432, -0.1443667709827423, 0.7655276582912285, 1701295534872798357, 
1.8202217817306519, -0.13630135357379913, 0.7642432609776668, 1701295534992070839, 
1.8271554708480835, -0.1296975016593933, 0.7623840900141015, 1701295535088023107, 
1.8341768980026245, -0.12333928048610687, 0.7380003484238642, 1701295535178183368, 
1.8411785364151, -0.11684341728687286, 0.7055442083252403, 1701295535278008789, 
1.8493934869766235, -0.10982684046030045, 0.678924044496094, 1701295535388025021, 
1.856710433959961, -0.10392512381076813, 0.6545444241774361, 1701295535488042432, 
1.8636506795883179, -0.09868244081735611, 0.6298572476482515, 1701295535578204633, 
1.8718758821487427, -0.09285280108451843, 0.6028351428821347, 1701295535678419623, 
1.8807322978973389, -0.0867827981710434, 0.571262172981623, 1701295535788045497, 
1.888512134552002, -0.08188760280609131, 0.5562025077946489, 1701295535888046086, 
1.8961050510406494, -0.07746080309152603, 0.5513890743988501, 1701295535978312515, 
1.9042800664901733, -0.07226595282554626, 0.5405416700596675, 1701295536077892619, 
1.9135934114456177, -0.06664633005857468, 0.5360788622543713, 1701295536188055284, 
1.922021746635437, -0.0614728182554245, 0.5360788622543713, 1701295536288048318, 
1.9297075271606445, -0.05696418508887291, 0.5372663771421701, 1701295536378225741, 
1.9379528760910034, -0.052113477140665054, 0.5436130788124403, 1701295536478061376, 
1.9474310874938965, -0.046218156814575195, 0.5507115719297064, 1701295536588049164, 
1.9563919305801392, -0.04098643735051155, 0.5346584167920385, 1701295536687053938, 
1.9634279012680054, -0.03657660260796547, 0.5127507898824176, 1701295536778281587, 
1.9719524383544922, -0.03169881924986839, 0.49724129419359137, 1701295536878400019, 
1.9802799224853516, -0.027284976094961166, 0.4811155297046564, 1701295536973880124, 
1.9901865720748901, -0.02199714444577694, 0.4631227018664879, 1701295537088119144, 
1.998234748840332, -0.01769188418984413, 0.4637420251718103, 1701295537178383045, 
2.0069029331207275, -0.013491003774106503, 0.4676220743924811, 1701295537278532680, 
2.0166168212890625, -0.008458494208753109, 0.46934692091353747, 1701295537388233226, 
2.025390863418579, -0.00393845746293664, 0.4739744754719927, 1701295537488258616, 
2.033001184463501, -8.12950893305242e-05, 0.4821655020699091, 1701295537578602900, 
2.041799545288086, 0.004593999125063419, 0.49217354699088195, 1701295537678222915, 
2.0518550872802734, 0.010121983475983143, 0.48328569220829637, 1701295537788082966, 
2.06022310256958, 0.014463837258517742, 0.4690438332029826, 1701295537888332824, 
2.0679118633270264, 0.018386805430054665, 0.45886817874259606, 1701295537978313396, 
2.07672381401062, 0.02283358760178089, 0.44776618209585245, 1701295538078090892, 
2.086439371109009, 0.027627339586615562, 0.43492367731640985, 1701295538188183662, 
2.095506429672241, 0.031842190772295, 0.4179165480189612, 1701295538289476689, 
2.1040232181549072, 0.03548203036189079, 0.3828630353915789, 1701295538378298588, 
2.112705707550049, 0.039074961096048355, 0.3432706999711758, 1701295538478269463, 
2.1227073669433594, 0.04259513318538666, 0.30900486622216294, 1701295538588062003, 
2.132007598876953, 0.04557747393846512, 0.2758450160453232, 1701295538689074770, 
2.140486240386963, 0.04782063141465187, 0.2477471980767261, 1701295538778295522, 
2.150090217590332, 0.05060916021466255, 0.24646363707444505, 1701295538877842097, 
2.1602683067321777, 0.05308890342712402, 0.25796075940684815, 1701295538988108197, 
2.1694228649139404, 0.05555206909775734, 0.2632027412912653, 1701295539085065781, 
2.1785526275634766, 0.058129727840423584, 0.2720041113420921, 1701295539178308703, 
2.188175678253174, 0.060834139585494995, 0.28609352772384217, 1701295539278036818, 
2.198619842529297, 0.06391877681016922, 0.308397281616465, 1701295539388253808, 
2.2080416679382324, 0.0670890361070633, 0.3329492814022207, 1701295539486295438, 
2.2164487838745117, 0.07009145617485046, 0.3572558696722883, 1701295539578528600, 
2.2253332138061523, 0.07329580932855606, 0.38342632119424486, 1701295539678188870, 
2.235745429992676, 0.07760823518037796, 0.41307307243648933, 1701295539788456776, 
2.2396223545074463, 0.07911335676908493, 0.42872167007805745, 1701295539886440715, 
2.239262104034424, 0.0788659080862999, 0.42815342337936985, 1701295539978693749, 
2.2390143871307373, 0.07877178490161896, 0.4274755507293734, 1701295540077945111, 
2.239027976989746, 0.07875003665685654, 0.42762883583197964, 1701295540188772330, 
2.2390246391296387, 0.0787515863776207, 0.4276014708631467, 1701295540286310963, 
2.239025831222534, 0.07875104993581772, 0.4276110264611531, 1701295540378410492, 
2.239020824432373, 0.07875347137451172, 0.4275682981227688, 1701295540478032007, 
2.2390170097351074, 0.07875531166791916, 0.4275358158462386, 1701295540589518687, 
2.2390213012695312, 0.07875324040651321, 0.42757256759738543, 1701295540687506943, 
2.2390193939208984, 0.07875418663024902, 0.4275557754740392, 1701295540778536621, 
2.2390224933624268, 0.07875271886587143, 0.42758183879977485, 1701295540880653533, 
2.2390294075012207, 0.07874942570924759, 0.4276398241344147, 1701295540989583772, 
2.239027500152588, 0.07875040173530579, 0.4276229539702852, 1701295541087231456, 
2.239027500152588, 0.07875043153762817, 0.42762242871157835, 1701295541179247009, 
