x [m], y [m], 
1.8430719406571896, 0.33641188690739493, 
1.9430719406571897, 0.33648988361467874, 
2.0430719406571898, 0.33670183916915897, 
2.1430719406571894, 0.33727754023309314, 
2.2430719406571895, 0.33883911219532725, 
2.3430719406571896, 0.3430593399629773, 
2.4430719406571892, 0.35435269900078403, 
2.5430719406571893, 0.3837923622162592, 
2.6430719406571894, 0.45556941106080984, 
2.7430719406571895, 0.6053079104086871, 
2.8430719406571896, 0.8363664890386919, 
2.9430719406571892, 1.0674250676686965, 
3.0430719406571893, 1.2171635670165748, 
3.1430719406571894, 1.2889406158611256, 
3.243071940657189, 1.3183802790766008, 
3.343071940657189, 1.3296736381144076, 
3.4430719406571892, 1.3338938658820578, 
3.5430719406571893, 1.335455437844292, 
3.6430719406571894, 1.336031138908226, 
3.743071940657189, 1.3362430944627062, 
