e, $\dot{e}$, $\int e$, stamp, 
3.09323520733909, -3.967796026378945e-08, 0.21033999423507904, 7256533000000, 
3.088644287202154, -0.045009040104972704, 0.21023593328690643, 7256567000000, 
3.070811348396771, -0.21984175433645983, 0.20972765910659505, 7256601000000, 
3.0129618856669076, -0.4584085310815169, 0.3118621957230383, 7256669000000, 
2.9289821790521335, -0.6952410261992029, 0.4085782453945835, 7256737000000, 
2.751010951553665, -0.9932705471262402, 0.4926007842554533, 7256839000000, 
2.5125502023487405, -1.3608888127561867, 0.5570929466409086, 7256941000000, 
2.2354814164480477, -1.6847370428288155, 0.5099348947838308, 7257043000000, 
2.054843359443484, -1.7909342202860739, 0.3854962487669487, 7257111000000, 
1.785199823311375, -1.7666686981665183, 0.3442797272881647, 7257213000000, 
1.516301173303395, -1.759941784771532, 0.3642314162119612, 7257315000000, 
1.249468882184816, -1.7507547095639182, 0.3094659517583718, 7257417000000, 
0.9964714256314542, -1.6987900250717025, 0.2558324207161372, 7257519000000, 
0.8500796522948955, -1.5443958057457516, 0.17544113107296605, 7257587000000, 
0.652172126341449, -1.364363352804851, 0.14159431490850857, 7257689000000, 
0.47550277912334593, -1.2241074286651947, 0.13448730992765892, 7257791000000, 
0.33175964552602055, -1.0470996105079362, 0.09924154946737544, 7257893000000, 
0.22312391691847155, -0.8247675235453412, 0.07006627122661298, 7257995000000, 
0.15052069115223876, -0.5922841646202021, 0.047967489244577693, 7258097000000, 
0.09637459129971448, -0.4142134824142388, 0.03196130555718888, 7258199000000, 
0.06834710321084003, -0.31433768622822206, 0.017863735187558284, 7258267000000, 
0.042749021880396754, -0.2210435080514868, 0.011756673928820571, 7258369000000, 
0.02713110919579309, -0.13469279089884623, 0.00939945193151803, 7258471000000, 
0.016997602168437265, -0.08415496637895259, 0.005907685860634643, 7258573000000, 
0.010800286609739196, -0.053368701261614034, 0.003735171862229929, 7258675000000, 
0.008200228603179482, -0.028749586814567917, 0.002447871981932204, 7258777000000, 
0.006572993213974421, -0.016473565654795116, 0.0014491654775239421, 7258845000000, 
0.005020350479425062, -0.013050639929271085, 0.001121635763472808, 7258947000000, 
0.004126611628191057, -0.007994711064651517, 0.0010689569618681566, 7259049000000, 
0.0035440621496052316, -0.004824471666077877, 0.0008629896494910517, 7259151000000, 
0.0029845109500259426, -0.0037323551574023352, 0.0007245525614919116, 7259253000000, 
0.002537153243673984, -0.0032905519801674755, 0.0006164693913447507, 7259355000000, 
0.002270540865967341, -0.0027688767088624943, 0.0004415582867144785, 7259423000000, 
0.0019198040198795674, -0.0024531222635547005, 0.0003812248940061839, 7259525000000, 
0.001587149011180955, -0.0022333067149881898, 0.00039286958499789464, 7259627000000, 
0.0013028024444201591, -0.0020163450178412035, 0.0003270633723326863, 7259729000000, 
0.0010816727902067669, -0.0016518830750790463, 0.0002700704487149359, 7259831000000, 
0.000874332532132982, -0.0014002284715267227, 0.00022159892813967372, 7259933000000, 
0.0007089479755859607, -0.0012180549497411968, 0.00018121682425894823, 7260035000000, 
0.0006121381678902971, -0.0010150302878775058, 0.00012440705828452357, 7260103000000, 
0.0005021394771125287, -0.0008340307265400776, 0.00010331611850003122, 7260205000000, 
0.000418164918336128, -0.0006338995083469577, 0.00010420609430704885, 7260307000000, 
0.00034788474026203886, -0.000504100447223823, 8.623686122832729e-05, 7260409000000, 
0.0003146444097565926, -0.0003926165811511718, 6.123933054010303e-05, 7260477000000, 
0.0002645695729035502, -0.0003265860542850058, 5.253559429892362e-05, 7260579000000, 
0.00022132255378304322, -0.00030497338553447505, 5.4436484478136644e-05, 7260681000000, 
0.00018055947625761348, -0.00027454279949652526, 4.531870900020606e-05, 7260783000000, 
0.00014742538013923223, -0.0002414940315157222, 3.735290389223244e-05, 7260885000000, 
0.00012580258432937086, -0.0002142754569711546, 2.5714621641152272e-05, 7260953000000, 
9.8363687285552e-05, -0.00019566369528957816, 2.105686026606879e-05, 7261055000000, 
7.449502765854987e-05, -0.00016767175382621238, 2.0308968350596143e-05, 7261157000000, 
5.626130142433183e-05, -0.0001375894962784973, 1.558016111305349e-05, 7261259000000, 
4.342484446695494e-05, -0.00010153654637776123, 1.184431980138889e-05, 7261361000000, 
3.3056897517536044e-05, -7.583138531632611e-05, 9.02652695179995e-06, 7261463000000, 
2.7462335099315283e-05, -6.13065051527779e-05, 5.890164368082355e-06, 7261531000000, 
1.7389130978262557e-05, -6.0343293295372115e-05, 4.414807270389787e-06, 7261633000000, 
1.0210810594379893e-05, -5.6377531061880356e-05, 3.7442348136931254e-06, 7261735000000, 
3.054643941347024e-06, -4.684472887880893e-05, 2.084511814951284e-06, 7261837000000, 
-4.190120830749322e-06, -4.706186740238306e-05, 6.171226919384764e-07, 7261939000000, 
-1.1519166590812091e-05, -4.7626831804441563e-05, -8.605157566545783e-07, 7262041000000, 
-0.017790292350670533, -0.05812451709097969, -0.0012108081113902623, 7262143000000, 
-0.018353094515546342, -0.0599397887220769, -0.0024585336102309224, 7262245000000, 
